Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile	Ribohits.summed	Ribohits.summed.length	ISD.p1.iupred2	ISD.p2.iupred2	Length.p1	Length.p2	RSA.p1	RSA.p2	Disprop.p1	Disprop.p2	ISD.p2.grafted	tai.4.log
YBL072C	0	816	0.1685	0.3383675	0.534325	0.4241665	0.1208	0.0049	3	NA	2	0.4395	0.3025	110	1	0	0	0.1229	NA	1	NA	0.361	NA	0.394	NA	NA	NA
YBL074C	1	62.8	0.154	0.1953875	0.4103075	0.233439436619718	0.3952	0.2225	12	14	25	0.359909090909091	0.244272727272727	222	0	6	0.0271493212669683	0.2637	0.1333	24	13	0.248333333333333	0.237307692307692	0.392375	0.290692307692308	0.163305	-2.28327024531337
YBL075C	0	444	NA	NA	NA	0.419127889060092	0.9195	0.0242	NA	5	15	NA	NA	80	1	0	0	0.1143	0.4239	14	4	0.200214285714286	0.136	0.290571428571429	0.1425	0.09831	NA
YBL076C	1	978	0.0097	0.24116	0.4370725	0.156415298507463	0.0548	0.0128	5	22	16	0.3845	0.2705	95	0	61	0.648936170212766	0.0288	0.0625	15	21	0.267933333333333	0.258190476190476	0.3748	0.339238095238095	0.16793	-1.56351824550191
YBL078C	1	23.4	0.1564	0.17395	0.3520225	0.201936752136752	0.1692	0.0771	4	21	8	0.306666666666667	0.179666666666667	163	0	26	0.160493827160494	0.1879	0.164	7	20	0.294571428571429	0.2571	0.453285714285714	0.36635	0.2314475	NA
YBL080C	1	14.1	0.0604	0.2598225	0.4720875	0.227941774491682	0.0769	0.5069	8	7	3	0.306857142857143	0.256	104	0	4	0.0388349514563107	0.0198	0.0538	2	6	0.2855	0.324	0.339	0.39	0.298995	-1.06256976466678
YBL085W	1	50.6	0.3508	0.29582	0.5075375	0.555294387755102	0.364	0.249	9	20	6	0.49075	0.255	117	0	11	0.0948275862068965	0.4998	0.0652	5	19	0.293	0.215157894736842	0.322	0.256842105263158	0.0631175	-1.42077335885548
YBL087C	1	2124	0.1304	0.24086	0.455905	0.279970072992701	0.2109	0.0503	10	6	22	0.387333333333333	0.276555555555556	104	0	204	1.98058252427184	0.0254	0.1595	21	5	0.24047619047619	0.3072	0.277619047619048	0.3764	0.2151475	-1.17976782518164
YBL089W	0	1.03	0.0015	0.0260925	0.1249775	0.0569281045751634	0.0076	0.0228	10	21	17	0.194	0.152444444444444	64	0	0	0	0.0066	0.0319	16	20	0.270375	0.27535	0.3861875	0.39335	0.1758025	-1.06510785753279
YBL090W	1	13.2	0.0784	0.075605	0.2358	0.428552542372881	0.2554	0.0194	22	21	7	0.357904761904762	0.232333333333333	124	0	17	0.138211382113821	0.5919	0.044	6	20	0.286666666666667	0.2289	0.361333333333333	0.33925	0.050305	-1.34885284074253
YBL091C	1	61.3	0.18	0.238125	0.455305	0.393646080760095	0.349	0.0404	14	2	12	0.413923076923077	0.246846153846154	99	0	29	0.295918367346939	0.1795	0.4256	11	1	0.274272727272727	0.361	0.459090909090909	0.394	0.358525	-0.956698861264071
YBL091C-A	1	2.99	0.118	0.22931	0.452335	0.238619428571429	0.0039	0.0384	27	19	8	0.398769230769231	0.285846153846154	131	0	19	0.146153846153846	0.0075	0.2305	7	18	0.266285714285714	0.294944444444444	0.360285714285714	0.502444444444444	0.3749275	-0.8918210623928
YBL092W	1	1148	0.3396	0.2680975	0.4619025	0.442799230769231	0.3801	0.0717	3	2	26	0.339	0.2855	148	0	367	2.49659863945578	0.3104	0.5342	25	1	0.28848	0.342	0.34916	0.285	0.37919	NA
YBL093C	1	55	0.2998	0.142795	0.33001	0.569593181818182	0.8321	0.1631	12	11	43	0.366909090909091	0.244545454545455	149	0	34	0.22972972972973	0.2217	0.5134	42	10	0.240690476190476	0.2466	0.371380952380952	0.414	0.27265	-1.30817739826146
YBL097W	1	9.83	0.0819	0.100495	0.2421525	0.451741777188329	0.3493	0.0675	39	49	2	0.360605263157895	0.233868421052632	171	0	1	0.00588235294117647	0.5456	0.0201	1	48	0.278	0.239104166666667	0.713	0.3309375	0.0316125	-0.791733560532451
YBL099W	1	724	0.0861	0.24871	0.4572375	0.23431871559633	0.1032	0.0702	6	2	4	0.4304	0.3102	233	0	60	0.258620689655172	0.1761	0.1298	3	1	0.275666666666667	0.159	0.277666666666667	0.291	0.3098675	-1.13702837564573
YBL101C	1	14.2	0.0342	0.01446	0.0916675	0.49519006266786	0.7667	0.0024	9	29	48	0.18475	0.151	164	0	7	0.0429447852760736	0.0079	0.0162	47	28	0.21	0.194642857142857	0.263382978723404	0.265392857142857	0.0076275	-1.24387520741856
YBL102W	1	15.9	0.0029	0.1213775	0.2896575	0.121020930232558	0.0168	0.0596	8	5	13	0.257857142857143	0.189571428571429	194	0	15	0.077720207253886	0.0029	0.02	12	4	0.21625	0.269	0.35725	0.3425	0.356815	-0.576433369143402
YBL103C	1	12	0.1743	0.1421075	0.32414	0.588384362139918	0.5102	0.0677	10	17	6	0.313444444444444	0.223	473	0	6	0.0127118644067797	0.09	0.2301	5	16	0.2106	0.271375	0.3476	0.37075	0.186055	-0.862375303478704
YBL105C	1	23.4	0.1356	0.161195	0.369385	0.371290616854909	0.3296	0.1511	20	13	7	0.378947368421053	0.271947368421053	136	0	10	0.0740740740740741	0.5439	0.1193	6	12	0.318666666666667	0.26275	0.617333333333333	0.31275	0.1403575	-0.770829019993773
YBL106C	0	3.11	NA	NA	NA	0.188528910891089	0.5416	0.1952	NA	4	3	NA	NA	66	1	0	0	0.5279	0.3996	2	3	0.31	0.286	0.8565	0.37	0.336745	NA
YBR001C	1	24.1	0.0463	0.2412625	0.4240325	0.245008205128205	0.0643	0.0046	2	8	7	0.113	0.187	68	0	1	0.0149253731343284	0.0963	0.0181	6	7	0.278666666666667	0.222571428571429	0.352166666666667	0.235571428571429	0.14481	NA
YBR002C	1	109	0.0709	0.1763375	0.3778375	0.193594755244755	0.4557	0.0934	12	32	16	0.399818181818182	0.241	118	0	7	0.0598290598290598	0.0522	0.1178	15	31	0.257466666666667	0.25758064516129	0.337866666666667	0.356225806451613	0.19594	-1.11099109352785
YBR003W	1	36.2	0.3349	0.29137	0.5141725	0.272305285412262	0.2187	0.1627	11	9	3	0.4643	0.3027	128	0	3	0.0236220472440945	0.5174	0.4304	2	8	0.394	0.295	0.794	0.42175	0.385485	-0.749379022542939
YBR004C	0	0.205	2e-04	0.01593	0.097275	0.0137803695150115	0.0024	0.003	11	NA	3	0.2234	0.1656	92	1	0	0	0.0049	NA	2	NA	0.354	NA	0.7035	NA	NA	-1.49831209093144
YBR005W	1	4.09	0.0918	0.0452775	0.1722225	0.478713615023474	0.8549	0.0631	44	2	13	0.38353488372093	0.228558139534884	152	0	16	0.105960264900662	0.2388	0.8462	12	1	0.237333333333333	0.342	0.377583333333333	0.285	0.37919	-0.470138665708863
YBR006W	1	7.93	0.0644	0.1166225	0.27871	0.177119919517103	0.1324	0.0418	26	3	10	0.28692	0.23296	147	0	6	0.0410958904109589	0.0969	0.2622	9	2	0.244888888888889	0.405	0.328777777777778	0.6265	0.40804	-1.32387355174459
YBR008C	1	2.24	0.0876	0.213825	0.4210525	0.111826277372263	0.1899	0.0182	10	35	8	0.363666666666667	0.258	159	0	86	0.544303797468354	0.1686	0.0676	7	34	0.276142857142857	0.248029411764706	0.512142857142857	0.338294117647059	0.1545575	-0.563894686360595
YBR009C	1	4554	0.1363	0.2389725	0.4265625	0.322306796116505	0.2041	0.0755	3	2	29	0.415	0.207	167	0	552	3.32530120481928	0.1052	0.1399	28	1	0.241678571428571	0.125	0.354392857142857	0.09	0.24268	NA
YBR010W	1	1837	0.1526	0.128025	0.3022025	0.418277941176471	0.381	0.0542	8	3	17	0.261142857142857	0.216428571428571	164	0	545	3.34355828220859	0.1837	0.2673	16	2	0.2665	0.122	0.419625	0.1315	0.195725	-0.909316532593709
YBR011C	1	1248	0.0362	0.266645	0.466125	0.307605574912892	0.0942	0.0183	5	19	4	0.21375	0.239	111	0	264	2.4	0.0135	0.17	3	18	0.235666666666667	0.262722222222222	0.265	0.388111111111111	0.2137675	-0.668228934170049
YBR014C	1	33.9	0.4228	0.2048275	0.39044	0.382469458128079	0.4344	0.2887	4	6	16	0.226333333333333	0.211	110	0	34	0.311926605504587	0.1213	0.5281	15	5	0.2472	0.2644	0.373466666666667	0.3074	0.29935	NA
YBR015C	0	141	0.0191	0.02988	0.12672	0.192489279731993	0.2288	0.0121	35	NA	8	0.287647058823529	0.1965	141	1	0	0	0.2894	NA	7	NA	0.255	NA	0.361428571428571	NA	NA	-1.42103804919254
YBR016W	1	21.9	0.2105	0.26206	0.4767775	0.59740546875	0.0084	0.0837	47	38	10	0.453434782608696	0.281326086956522	208	0	169	0.816425120772947	0.404	0.184	9	37	0.340444444444444	0.278702702702703	0.512666666666667	0.437675675675676	0.203355	-1.60625769503782
YBR017C	0	62.1	NA	NA	NA	0.140436383442266	0.1206	0.0264	NA	18	12	NA	NA	101	1	0	0	0.0048	0.0048	11	17	0.195	0.203470588235294	0.276818181818182	0.275882352941176	0.0224925	NA
YBR018C	0	2.05	NA	NA	NA	0.241194535519126	0.1414	0.0022	NA	51	15	NA	NA	154	1	0	0	0.0092	0.0137	14	50	0.253	0.2391	0.358142857142857	0.2935	0.0312475	NA
YBR019C	1	2.12	0.0055	0.0170925	0.111175	0.211957796852647	0.1143	0.0028	23	19	9	0.268227272727273	0.200272727272727	109	0	433	4.00925925925926	0.0779	0.0433	8	18	0.258375	0.221222222222222	0.498875	0.361444444444444	0.1288775	-0.978451705511478
YBR020W	0	3.87	0.0023	0.0094375	0.0781325	0.156512689393939	0.031	0.0168	19	28	NA	0.267555555555556	0.185666666666667	157	1	0	0	NA	0.0228	NA	27	NA	0.219407407407407	NA	0.325814814814815	0.0549675	-1.06005718070341
YBR021W	0	1.19	0.0047	0.0224	0.1253725	0.0606443917851501	0.1035	0.0025	21	11	13	0.237	0.20655	128	0	0	0	0.026	0.0286	12	10	0.22825	0.2322	0.421333333333333	0.3823	0.2181575	-1.25943422967458
YBR022W	1	20.5	0.0726	0.328865	0.521085	0.135893785310734	0.0987	0.0502	3	6	19	0.5975	0.2445	163	0	11	0.0679012345679012	0.0152	0.0259	18	5	0.223166666666667	0.196	0.275111111111111	0.3172	0.196735	NA
YBR023C	1	24.8	0.2176	0.3046175	0.5004425	0.246074678111588	0.1934	0.0163	3	9	14	0.332	0.2075	201	0	8	0.04	0.0351	0.0176	13	8	0.243307692307692	0.2255	0.346769230769231	0.3245	0.1191875	NA
YBR024W	0	21.7	NA	NA	NA	0.190305980066445	0.1054	0.013	NA	NA	NA	NA	NA	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR025C	1	1805	0.0091	0.03164	0.140395	0.213247969543147	0.1132	0.1025	13	21	5	0.268583333333333	0.20725	210	0	176	0.842105263157895	0.1552	0.0199	4	20	0.2285	0.2192	0.2615	0.36205	0.0492825	-1.2038982169293
YBR026C	1	81.8	0.2419	0.4525125	0.6392275	0.285989736842105	0.2073	0.1717	3	27	9	0.7185	0.3055	115	0	7	0.0614035087719298	0.13	0.047	8	26	0.265625	0.226230769230769	0.481375	0.383692307692308	0.0916225	NA
YBR029C	1	33.9	0.1969	0.24268	0.4252025	0.0781155361050328	0.1605	0.0182	2	7	14	0.09	0.125	130	0	23	0.178294573643411	0.1226	0.2739	13	6	0.277384615384615	0.292666666666667	0.389	0.340333333333333	0.282415	NA
YBR030W	0	68	0.0668	0.1021125	0.280335	0.271009601449275	0.2353	0.0668	19	11	2	0.272944444444444	0.224222222222222	57	0	0	0	0.1162	0.0355	1	10	0.446	0.2253	0.588	0.2702	0.0984175	-1.40663077098338
YBR031W	1	873	0.2575	0.27428	0.4687625	0.365737569060773	0.472	0.0488	3	6	20	0.257	0.2295	89	0	275	3.125	0.0085	0.3205	19	5	0.206526315789474	0.2096	0.270736842105263	0.2394	0.2178725	NA
YBR034C	1	468	0.2307	0.23019	0.45562	0.194976436781609	0.5073	0.0212	15	42	12	0.430071428571429	0.305	189	0	51	0.271276595744681	0.093	0.1077	11	41	0.280454545454545	0.253195121951219	0.329181818181818	0.366121951219512	0.0996075	-0.861526406228419
YBR035C	1	106	0.3514	0.303505	0.5295375	0.333868859649123	0.3646	0.0685	13	4	10	0.388333333333333	0.264666666666667	98	0	31	0.319587628865979	0.335	0.2092	9	3	0.262	0.276	0.419555555555556	0.267	0.3146675	-0.896325688768469
YBR036C	1	35.1	0.0679	0.2706675	0.48015	0.108877804878049	0.0314	0.0092	9	8	32	0.32375	0.257625	193	0	169	0.880208333333333	0.0782	0.0195	31	7	0.256967741935484	0.213714285714286	0.377516129032258	0.254142857142857	0.13714	-1.0741997685755
YBR037C	0	30.6	0.0052	0.03722	0.15243	0.201827118644068	0.0612	0.0062	17	3	NA	0.266875	0.206	69	1	0	0	NA	0.0084	NA	2	NA	0.254	NA	0.2945	0.2820825	-1.13838921556225
YBR038W	1	1.54	0.0047	0.018925	0.11395	0.245776635514019	0.0896	0.0039	52	7	20	0.313274509803922	0.218725490196078	187	0	17	0.0913978494623656	0.0056	0.0127	19	6	0.205	0.199	0.300526315789474	0.416833333333333	0.1572	-1.59432484433252
YBR039W	1	547	NA	NA	NA	0.310611575562701	0.1896	0.101	1	52	12	NA	NA	179	0	145	0.814606741573034	0.0479	0.1511	11	51	0.234545454545455	0.262470588235294	0.266363636363636	0.360372549019608	0.162855	NA
YBR041W	1	148	0.0861	0.2742875	0.4804975	0.121301494768311	0.0607	0.0315	8	2	7	0.457142857142857	0.259142857142857	143	0	5	0.0352112676056338	0.023	0.0443	6	1	0.216166666666667	0.125	0.248333333333333	0.09	0.24268	-0.950695142213102
YBR042C	0	19.7	5e-04	0.24268	0.4252025	0.104898740554156	0.0011	8e-04	2	NA	4	0.09	0.125	66	1	0	0	0.0016	NA	3	NA	0.331	NA	0.495333333333333	NA	NA	NA
YBR043C	0	9.21	0.0102	0.05496	0.192565	0.206558345428157	0.0401	0.0093	27	10	5	0.280769230769231	0.238538461538462	130	0	0	0	0.0498	0.0524	4	9	0.25125	0.262222222222222	0.26775	0.406777777777778	0.27699	-1.62350591290956
YBR044C	1	2.72	0.2868	0.240845	0.449345	0.212191083916084	0.1992	0.0957	9	8	2	0.40475	0.272875	75	0	1	0.0135135135135135	0.4441	0.2016	1	7	0.361	0.253142857142857	0.394	0.324428571428571	0.1640475	-1.36189927903517
YBR046C	1	42.4	0.0072	0.02687	0.11583	0.124640718562874	0.1525	0.0225	29	8	5	0.243571428571429	0.20975	270	0	12	0.0446096654275093	0.0133	0.0773	4	7	0.1995	0.256	0.17175	0.430285714285714	0.23329	-1.22534821438013
YBR048W	1	4403	0.2064	0.3279475	0.5430775	0.284327564102564	0.1633	0.0143	9	3	8	0.326375	0.29325	216	0	209	0.972093023255814	0.1758	0.3137	7	2	0.315428571428571	0.446	0.433857142857143	0.588	0.3797475	-0.601661939683058
YBR049C	1	123	0.234	0.18997	0.3793475	0.623132345679012	0.2472	0.0105	5	16	8	0.29725	0.267	244	0	24	0.0987654320987654	0.3967	0.3806	7	15	0.289571428571429	0.283933333333333	0.346428571428571	0.444266666666667	0.3867	-1.53717811658746
YBR050C	0	1.51	0.0773	0.16011	0.347345	0.382573668639053	0.2359	0.0669	9	4	NA	0.3155	0.23725	37	1	0	0	NA	0.2058	NA	3	NA	0.25	NA	0.267666666666667	0.2882825	-0.710456441039727
YBR052C	0	190	NA	NA	NA	0.159248095238095	0.1101	0.014	NA	13	8	NA	NA	56	1	0	0	0.0224	0.056	7	12	0.225857142857143	0.257916666666667	0.281857142857143	0.385	0.1796375	NA
YBR054W	1	69	0.5316	0.2431375	0.426285	0.140106686046512	0.7306	0.028	3	6	8	0.243	0.153	362	0	5	0.0138504155124654	0.243	0.321	7	5	0.214571428571429	0.1866	0.256142857142857	0.204	0.153305	NA
YBR055C	0	31.8	0.0052	0.0211575	0.112295	0.247339710789766	0.1215	0.0048	25	2	27	0.263625	0.196	92	0	0	0	0.003	0.0909	26	1	0.186576923076923	0.446	0.232	0.588	0.3488	-0.955600088930515
YBR057C	1	33.9	0.3131	0.24062	0.4474775	0.554362841530055	0.6185	0.1852	29	12	20	0.334142857142857	0.272464285714286	137	0	27	0.198529411764706	0.1005	0.3784	19	11	0.268473684210526	0.270818181818182	0.360263157894737	0.428272727272727	0.25764	-1.06961248390846
YBR058C	0	35.2	NA	NA	NA	0.292253521126761	0.0537	0.0333	NA	NA	NA	NA	NA	19	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR058C-A	1	21.4	1e-04	0.0138225	0.0907275	0.08017875	7e-04	0.0159	13	39	2	0.165916666666667	0.157833333333333	170	0	257	1.5207100591716	0.001	0.044	1	38	0.411	0.273657894736842	0.781	0.359342105263158	0.2210425	-0.699802365501122
YBR059C	1	50.6	0.2662	0.273735	0.473435	0.548076805054152	0.5188	0.3532	4	3	30	0.370666666666667	0.316	109	0	5	0.0462962962962963	0.3165	0.2884	29	2	0.257310344827586	0.243	0.339448275862069	0.242	0.276815	NA
YBR060C	0	16.7	0.0762	0.240235	0.445795	0.395687580645161	0.0817	0.01	9	NA	NA	0.35225	0.2495	56	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24775125405255
YBR061C	1	43.4	0.0548	0.087285	0.2336875	0.236733225806452	0.3493	0.11	7	34	13	0.232333333333333	0.203166666666667	152	0	16	0.105960264900662	0.3689	0.0372	12	33	0.275416666666667	0.242151515151515	0.3605	0.346272727272727	0.0440625	-0.73982371933789
YBR065C	1	38.1	0.6365	0.5472525	0.7309575	0.245274175824176	0.5677	0.1271	15	4	2	0.4185	0.325214285714286	357	0	70	0.196629213483146	0.5342	0.5312	1	3	0.361	0.349666666666667	0.394	0.529666666666667	0.4701675	-0.776047507156599
YBR066C	1	8.31	0.414	0.28854	0.48643	0.43074	0.7983	0.2887	3	2	18	0.3905	0.256	98	0	65	0.670103092783505	0.491	0.7369	17	1	0.277058823529412	0.159	0.412411764705882	0.291	0.3098675	NA
YBR067C	1	335	0.0335	0.056835	0.19566	0.315030952380952	0.1248	0.0098	24	22	10	0.270173913043478	0.242347826086957	137	0	195	1.43382352941176	0.38	0.0857	9	21	0.300777777777778	0.242761904761905	0.450777777777778	0.385809523809524	0.0968525	-0.877085428484437
YBR068C	1	240	0.0042	0.3600675	0.5535275	0.115330049261084	0.0091	0.0217	2	24	17	0.401	0.272	218	0	16	0.0737327188940092	0.0339	0.1495	16	23	0.254375	0.261304347826087	0.367625	0.451782608695652	0.4077675	NA
YBR069C	1	67.2	0.0216	0.0473975	0.1904875	0.132860096930533	0.0522	0.014	46	21	29	0.332488888888889	0.238688888888889	161	0	89	0.55625	0.0087	0.0425	28	20	0.220535714285714	0.22985	0.332107142857143	0.39	0.1458275	-1.29306695291398
YBR070C	0	8.54	NA	NA	NA	0.0360092827004219	0.0074	0.0042	NA	6	2	NA	NA	42	1	0	0	0.0095	0.0061	1	5	0.446	0.2722	0.588	0.5418	0.316345	NA
YBR072W	1	307	0.4341	0.23759	0.432705	0.387627102803738	0.4998	0.0928	6	2	22	0.392	0.2312	165	0	44	0.268292682926829	0.0808	0.5992	21	1	0.207380952380952	0.446	0.313809523809524	0.588	0.3488	-1.41334513452585
YBR078W	1	377	0.1137	0.3696875	0.5617325	0.229115151515152	0.1231	0.0058	2	13	40	0.407	0.366	301	0	569	1.89666666666667	0.0166	0.017	39	12	0.214307692307692	0.22375	0.333410256410256	0.315333333333333	0.0455825	NA
YBR079C	1	1156	0.3864	0.1368825	0.3181175	0.369466804979253	0.78	0.1583	17	6	23	0.3055625	0.24525	88	0	34	0.390804597701149	0.1833	0.8551	22	5	0.238954545454545	0.3288	0.300863636363636	0.4262	0.477545	-1.87670898762575
YBR080C	0	108	NA	NA	NA	0.238278627968338	0.4689	0.0238	NA	22	34	NA	NA	127	1	0	0	0.0068	0.0162	33	21	0.224757575757576	0.217380952380952	0.310848484848485	0.351095238095238	0.034535	NA
YBR082C	1	1995	0.103	0.14995	0.3530025	0.232692567567568	0.2271	0.0825	49	20	8	0.358604166666667	0.271666666666667	166	0	639	3.87272727272727	0.143	0.3869	7	19	0.300857142857143	0.305684210526316	0.522428571428571	0.481263157894737	0.484425	-1.32052066941578
YBR083W	0	16.8	0.4187	0.357585	0.57597	0.437701234567901	0.6525	0.2099	11	NA	19	0.3776	0.2473	76	1	0	0	0.1002	NA	18	NA	0.228444444444444	NA	0.309722222222222	NA	NA	-0.904321450231732
YBR084C-A	1	1322	0.0548	0.12055	0.280395	0.475753968253968	0.4068	0.0069	5	4	9	0.15225	0.18475	53	0	18	0.346153846153846	0.1162	0.1449	8	3	0.237375	0.208333333333333	0.362	0.199	0.196415	-0.668228934170049
YBR084W	1	277	0.1667	0.265815	0.4968025	0.264096512820513	0.1976	0.2233	26	7	2	0.36388	0.23844	93	0	15	0.16304347826087	0.3529	0.2459	1	6	0.446	0.2715	0.588	0.4605	0.386295	-1.49159772738897
YBR085W	1	23.2	0.0162	0.33195	0.533045	0.0931231270358306	0.0134	0.0149	4	32	46	0.471	0.23	167	0	8	0.0481927710843374	0.0335	0.0112	45	31	0.252088888888889	0.243064516129032	0.356155555555556	0.356193548387097	0.0491425	NA
YBR086C	1	76	0.3006	0.066165	0.2130175	0.30494133192389	0.8686	0.0815	15	4	7	0.264642857142857	0.235142857142857	131	0	53	0.407692307692308	0.8539	0.8199	6	3	0.3525	0.39	0.465	0.629666666666667	0.4109525	-1.20015982951253
YBR087W	0	77.8	0.009	0.0917375	0.27468	0.165590395480226	0.007	0.0088	15	2	10	0.314428571428571	0.246	56	0	0	0	0.01	0.0044	9	1	0.228666666666667	0.159	0.261888888888889	0.291	0.3098675	-1.51020678517722
YBR088C	0	205	0.1643	0.3098675	0.4983975	0.107759302325581	0.063	0.011	2	NA	7	0.291	0.159	40	1	0	0	0.174	NA	6	NA	0.257166666666667	NA	0.362333333333333	NA	NA	NA
YBR091C	0	1.85	0.3667	0.24963	0.4308475	0.188781651376147	0.2819	0.0243	2	13	NA	0.195	0.147	89	1	0	0	NA	0.038	NA	12	NA	0.193833333333333	NA	0.2625	0.0892575	NA
YBR092C	1	154	0.0746	0.2028975	0.3812925	0.170967665952891	0.1509	0.0917	3	6	5	0.1765	0.134	50	0	5	0.102040816326531	0.0919	0.1177	4	5	0.3065	0.2712	0.371	0.2496	0.27156	NA
YBR093C	1	203	0.0197	0.1339725	0.3117475	0.167362740899358	0.1137	0.0179	6	5	4	0.2392	0.216	66	0	5	0.0769230769230769	0.0371	0.0447	3	4	0.185666666666667	0.20475	0.364333333333333	0.214	0.182705	-1.3414246164129
YBR094W	0	34.6	NA	NA	NA	0.205926029216467	0.1686	0.1731	NA	NA	NA	NA	NA	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR095C	0	23.9	0.2145	0.1398325	0.3332525	0.420151395348837	0.8035	0.1687	21	2	NA	0.3403	0.26335	91	1	0	0	NA	0.9106	NA	1	NA	0.342	NA	0.285	0.37919	-0.621287705055043
YBR098W	1	2.43	NA	NA	NA	0.387031693198263	0.3117	0.0834	1	13	9	NA	NA	110	0	3	0.0275229357798165	0.384	0.2465	8	12	0.273	0.259916666666667	0.31025	0.358083333333333	0.1903	NA
YBR101C	0	212	0.0156	0.3648075	0.5635775	0.214124137931034	0.0517	0.0299	4	8	NA	0.529666666666667	0.283333333333333	35	1	0	0	NA	0.0133	NA	7	NA	0.257142857142857	NA	0.418	0.2330375	NA
YBR102C	1	22.9	0.1536	0.215475	0.433015	0.38606786188579	0.117	0.0522	17	16	7	0.3515	0.2485625	104	0	5	0.0485436893203883	0.5763	0.2661	6	15	0.375333333333333	0.286266666666667	0.4835	0.370133333333333	0.3408	-1.55188824159319
YBR103W	1	18.4	NA	NA	NA	0.24686953271028	0.0364	0.0131	1	7	3	NA	NA	49	0	2	0.0416666666666667	0.1526	0.0723	2	6	0.342	0.249166666666667	0.285	0.352	0.277995	NA
YBR104W	0	11.7	0.0345	0.16074	0.3532625	0.191944072948328	0.0212	0.0223	10	5	NA	0.367888888888889	0.241	61	1	0	0	NA	0.0324	NA	4	NA	0.248	NA	0.35525	0.24008	-1.82339752730106
YBR105C	1	84.2	0.003	0.01177	0.091965	0.36373591160221	0.1439	0.0034	31	16	3	0.3165	0.2018	121	0	14	0.116666666666667	0.0978	0.0049	2	15	0.2545	0.189066666666667	0.335	0.270666666666667	0.029785	-1.82339752730106
YBR106W	1	787	0.1711	0.137935	0.3275675	0.24521170212766	0.5871	0.0754	11	15	35	0.3921	0.2626	141	0	264	1.88571428571429	0.0323	0.0157	34	14	0.235411764705882	0.218142857142857	0.376	0.296642857142857	0.0257175	-0.442767607498441
YBR107C	1	3.82	0.2327	0.269265	0.500735	0.137780408163265	0.0784	0.2483	43	3	35	0.46397619047619	0.273095238095238	565	0	12	0.0212765957446809	0.2802	0.117	34	2	0.266764705882353	0.2095	0.335852941176471	0.298	0.2829425	-0.751917115408944
YBR108W	1	3.08	NA	NA	NA	0.820342238648363	0.758	0.0485	1	3	8	NA	NA	182	0	6	0.0331491712707182	0.7778	0.7917	7	2	0.285857142857143	0.3025	0.418714285714286	0.4395	0.3383675	NA
YBR109C	1	198	0.0168	0.0430525	0.16457	0.324527210884354	0.1756	0.0294	28	5	20	0.345333333333333	0.216777777777778	197	0	193	0.98469387755102	0.0052	0.0817	19	4	0.182368421052632	0.228	0.226526315789474	0.44875	0.2968	-1.85678037545719
YBR110W	1	46.8	0.0347	0.153845	0.34293	0.0730461024498886	0.1782	0.0062	10	4	24	0.318	0.223444444444444	101	0	3	0.03	0.0141	0.0884	23	3	0.230173913043478	0.268333333333333	0.342391304347826	0.460666666666667	0.278965	-0.614327050563193
YBR111C	1	395	0.052	0.1542925	0.340865	0.306464069264069	0.1579	0.0578	9	5	2	0.411875	0.1985	70	0	19	0.27536231884058	0.1007	0.3632	1	4	0.361	0.364	0.394	0.52875	0.4736425	-2.34325791272102
YBR111W-A	1	12.2	0.2075	0.2156975	0.439425	0.318338541666667	0.2349	0.1204	27	24	8	0.326307692307692	0.257115384615385	168	0	50	0.29940119760479	0.5831	0.2221	7	23	0.311428571428571	0.279782608695652	0.549571428571429	0.419217391304348	0.2060625	-2.24473257535656
YBR112C	1	110	0.347	0.157195	0.3554175	0.557543995859213	0.8867	0.1334	43	8	11	0.364523809523809	0.266547619047619	227	0	44	0.194690265486726	0.3808	0.888	10	7	0.2733	0.315142857142857	0.3434	0.477285714285714	0.4489475	-0.638535922926781
YBR114W	0	5.22	0.0015	0.0076625	0.07051	0.269093164556962	0.0765	0.0038	15	14	NA	0.199857142857143	0.176214285714286	55	1	0	0	NA	0.0041	NA	13	NA	0.196153846153846	NA	0.274692307692308	0.0241125	-1.29966109524711
YBR118W	1	7389	0.6227	0.3779175	0.570555	0.302720524017467	0.5063	0.0037	2	9	23	0.781	0.411	91	0	757	8.41111111111111	0.0196	0.1027	22	8	0.211636363636364	0.1875	0.246727272727273	0.2725	0.093975	NA
YBR119W	1	25.7	0.1738	0.1929	0.4132375	0.37471744966443	0.2988	0.094	19	16	11	0.393388888888889	0.272388888888889	121	0	2	0.0166666666666667	0.0562	0.3692	10	15	0.2417	0.298	0.3897	0.475133333333333	0.3636425	-1.53853895650397
YBR120C	0	82.2	0.0362	0.12456	0.296165	0.330108641975309	0.1716	0.0152	9	NA	7	0.3045	0.217875	59	1	0	0	0.0615	NA	6	NA	0.252	NA	0.320833333333333	NA	NA	-1.02823387428906
