Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile
YBR095C	0	23.9	0.2145	0.1398325	0.353341970424385	0.420151395348837	0.8035	0.1687	21	2	NA	0.3403	0.26335	91	1
YBR098W	1	2.43	NA	NA	NA	0.387031693198263	0.3117	0.0834	1	13	9	NA	NA	110	0
YBR101C	0	212	0.0156	0.3648075	0.565400594241553	0.214124137931034	0.0517	0.0299	4	8	NA	0.529666666666667	0.283333333333333	35	1
YBR102C	1	22.9	0.1536	0.215475	0.442579568451658	0.38606786188579	0.117	0.0522	17	16	7	0.3515	0.2485625	104	0
YBR103W	1	18.4	NA	NA	NA	0.24686953271028	0.0364	0.0131	1	7	3	NA	NA	49	0
YBR104W	0	11.7	0.0345	0.16074	0.357607758695982	0.191944072948328	0.0212	0.0223	10	5	NA	0.367888888888889	0.241	61	1
YBR105C	1	84.2	0.003	0.01177	0.0979456977607273	0.36373591160221	0.1439	0.0034	31	16	3	0.3165	0.2018	121	0
YBR106W	1	787	0.1711	0.137935	0.332383708297429	0.24521170212766	0.5871	0.0754	11	15	35	0.3921	0.2626	141	0
YBR107C	1	3.82	0.2327	0.269265	0.509015230835914	0.137780408163265	0.0784	0.2483	43	3	35	0.46397619047619	0.273095238095238	565	0
YBR108W	1	3.08	NA	NA	NA	0.820342238648363	0.758	0.0485	1	3	8	NA	NA	182	0
YBR109C	1	198	0.0168	0.0430525	0.184069635269618	0.324527210884354	0.1756	0.0294	28	5	20	0.345333333333333	0.216777777777778	197	0
YBR110W	1	46.8	0.0347	0.153845	0.347231351712851	0.0730461024498886	0.1782	0.0062	10	4	24	0.318	0.223444444444444	101	0
YBR111C	1	395	0.052	0.1542925	0.345065200015211	0.306464069264069	0.1579	0.0578	9	5	2	0.411875	0.1985	70	0
YBR111W-A	1	12.2	0.2075	0.2156975	0.447210596952056	0.318338541666667	0.2349	0.1204	27	24	8	0.326307692307692	0.257115384615385	168	0
YBR112C	1	110	0.347	0.157195	0.38860933003645	0.557543995859213	0.8867	0.1334	43	8	11	0.364523809523809	0.266547619047619	227	0
YBR114W	0	5.22	0.0015	0.0076625	0.0747174096854861	0.269093164556962	0.0765	0.0038	15	14	NA	0.199857142857143	0.176214285714286	55	1
YBR118W	1	7389	0.6227	0.3779175	0.570554923422358	0.302720524017467	0.5063	0.0037	2	9	23	0.781	0.411	91	0
YBR119W	1	25.7	0.1738	0.1929	0.420885475006139	0.37471744966443	0.2988	0.094	19	16	11	0.393388888888889	0.272388888888889	121	0
YBR120C	0	82.2	0.0362	0.12456	0.300206063421836	0.330108641975309	0.1716	0.0152	9	NA	7	0.3045	0.217875	59	1
YBR122C	0	18.3	0.0866	0.0542775	0.225613563884961	0.481777966101695	0.6127	0.0808	66	21	2	0.338092307692308	0.233061538461539	201	0
YBR123C	0	144	NA	NA	NA	0.341274884437596	0.4353	0.0995	1	NA	3	NA	NA	37	1
YBR126C	1	238	NA	NA	NA	0.141615555555556	0.5117	0.0617	1	33	30	NA	NA	130	0
YBR127C	1	1820	0.5718	0.3633975	0.57229698881021	0.31029419729207	0.5827	0.0129	5	19	30	0.40625	0.28675	165	0
YBR129C	1	18.1	0.1499	0.259255	0.464443890952939	0.311241768292683	0.0746	0.0033	9	28	5	0.3765	0.215625	133	0
YBR130C	1	40.7	0.4256	0.1946425	0.409745644006975	0.582263294117647	0.8621	0.2488	14	25	11	0.363769230769231	0.230230769230769	112	0
YBR131W	1	28.9	0.0877	0.2570475	0.464027756492245	0.224986505681818	0.1282	0.2088	5	3	8	0.284	0.258	76	0
YBR132C	1	17.6	0.0061	0.07856	0.240907822175932	0.0851347315436242	0.0425	0.002	12	59	73	0.206454545454545	0.200636363636364	302	0
YBR133C	0	13.6	NA	NA	NA	0.210019467956469	0.2684	0.0802	NA	13	NA	NA	NA	43	1
YBR135W	1	136	0.5533	0.24963	0.430844194454267	0.419268666666667	0.6805	0.0526	2	8	6	0.195	0.147	107	0
YBR137W	1	17.5	0.2836	0.317605	0.52514460001001	0.160322905027933	0.2282	0.0626	4	3	11	0.391666666666667	0.291	136	0
YBR139W	1	124	NA	NA	NA	0.146069291338583	0.2566	0.1363	1	4	10	NA	NA	171	0
YBR142W	1	54.1	0.7252	0.292505	0.500191799928801	0.369743208279431	0.7164	0.1238	5	17	23	0.41525	0.261	206	0
YBR143C	1	656	0.4589	0.6389925	0.795951506741422	0.196258352402746	0.4016	0.1287	17	3	2	0.4410625	0.3365	138	0
YBR145W	0	41.5	0.0086	0.031825	0.149876985554773	0.141832478632479	0.2067	0.0049	15	NA	4	0.239571428571429	0.188214285714286	102	1
YBR146W	0	7.43	0.4292	0.3533125	0.545728731775002	0.29573381294964	0.5661	0.106	2	38	60	0.713	0.278	189	0
YBR147W	0	1.57	NA	NA	NA	0.0474591216216216	0.0154	0.0032	NA	NA	2	NA	NA	17	1
YBR149W	0	315	0.0251	0.0630125	0.227641531073212	0.207971802325581	0.3236	0.017	27	10	NA	0.303961538461539	0.246576923076923	96	1
YBR151W	1	54.4	0.0259	0.080845	0.259857365091414	0.238463291139241	0.113	0.0263	24	10	13	0.362173913043478	0.246260869565217	131	0
YBR153W	0	2.35	NA	NA	NA	0.277372540983607	0.0497	0.0038	1	NA	10	NA	NA	158	1
YBR154C	1	15.2	0.0074	0.0520175	0.189722373986355	0.265119069767442	0.1943	0.1026	12	14	11	0.273	0.194909090909091	95	0
YBR155W	1	62	0.3119	0.3227575	0.527056446059643	0.349352987012987	0.2799	0.1862	4	9	6	0.521333333333333	0.289	79	0
YBR156C	0	5.4	0.5593	0.435215	0.648303612983757	0.611225214899713	0.5578	0.0871	13	NA	21	0.458916666666667	0.301833333333333	176	1
YBR157C	1	4.03	0.0245	0.0320275	0.148903515699038	0.511754117647059	0.3502	0.013	14	28	17	0.254615384615385	0.211153846153846	128	0
YBR158W	1	20.2	0.1867	0.2292275	0.468516712850442	0.248969398907104	0.2994	0.1069	33	10	5	0.345875	0.23075	156	0
YBR159W	0	517	0.0995	0.10597	0.322751439576752	0.13634265129683	0.2983	0.0995	55	7	NA	0.29387037037037	0.242314814814815	167	1
YBR160W	0	113	0.05	0.248635	0.435127364620134	0.11576610738255	0.1767	0.006	3	NA	19	0.3225	0.1825	95	1
YBR161W	1	8.35	0.0309	0.1172525	0.304577648850587	0.1350875	0.1098	0.0314	12	26	2	0.293454545454545	0.204454545454545	113	0
YBR162C	0	145	0.1946	0.1761325	0.365801104347326	0.303556923076923	0.3158	0.0055	6	NA	9	0.3784	0.2022	149	1
YBR162W-A	1	12.7	0.0209	0.3086375	0.52273283359093	0.269633846153846	0.0075	0.2818	8	18	17	0.427857142857143	0.258857142857143	86	0
YBR163W	0	15.1	0.0098	0.053445	0.201121055735921	0.207644615384615	0.0849	0.017	12	2	NA	0.238545454545455	0.206545454545455	54	1
YBR164C	1	85.1	0.087	0.358525	0.552064543264296	0.132430601092896	0.0831	0.0123	2	10	28	0.394	0.361	101	0
YBR165W	1	1.23	0.0675	0.04465	0.168865316010889	0.259206498194946	0.7316	0.0127	8	46	7	0.211571428571429	0.193142857142857	168	0
YBR166C	1	50.8	0.3086	0.1499175	0.320873311778475	0.120491150442478	0.5353	0.007	3	22	9	0.0585	0.1185	100	0
YBR167C	1	8.39	0.0021	0.0078625	0.0746221112029551	0.351751428571429	0.1149	0.0257	15	25	6	0.187714285714286	0.155071428571429	112	0
YBR168W	1	2.29	NA	NA	NA	0.0955881355932203	0.0621	0.0043	1	5	8	NA	NA	175	0
YBR169C	1	192	0.0705	0.0301675	0.148751337351254	0.323221212121212	0.8286	0.041	17	16	46	0.3681875	0.214875	177	0
YBR170C	1	52.4	0.0898	0.3332775	0.537105321458379	0.278641724137931	0.0839	0.0648	4	11	7	0.456666666666667	0.306333333333333	129	0
YBR171W	1	199	0.003	0.00667	0.0762251697823829	0.142949514563107	0.1218	0.0311	30	28	17	0.264413793103448	0.202172413793103	138	0
YBR172C	0	46.1	0.0446	0.03208	0.157528446713037	0.513481216216216	0.4164	0.0509	25	6	NA	0.310708333333333	0.219541666666667	137	1
YBR173C	1	24.9	0.0454	0.0698975	0.228082118531705	0.531322972972973	0.4246	0.0173	15	20	13	0.282714285714286	0.214571428571429	180	0
YBR175W	1	4.69	0.0117	0.1007075	0.293135770024004	0.108049206349206	0.0049	0.0141	24	15	13	0.272913043478261	0.22304347826087	104	0
YBR176W	0	27	0.2044	0.2931075	0.4890584581107	0.143262820512821	0.1785	0.1908	3	NA	5	0.1875	0.2335	30	1
YBR177C	1	73.9	0.009	0.041175	0.177836232625632	0.223961197339246	0.0284	0.004	23	37	35	0.318681818181818	0.218772727272727	126	0
YBR179C	0	65.5	0.0145	0.1163125	0.27011999787531	0.263902339181287	0.1081	0.0073	4	7	NA	0.134	0.136	65	1
YBR181C	1	1040	0.3588	0.211635	0.411659667002594	0.385214830508475	0.559	0.0084	7	25	15	0.390833333333333	0.203333333333333	88	0
YBR182C	1	2.71	NA	NA	NA	0.504824778761062	0.7342	0.0905	1	16	35	NA	NA	280	0
YBR183W	1	1.1	NA	NA	NA	0.0237810126582278	0.1613	0.0018	1	5	12	NA	NA	70	0
YBR185C	1	33	0.1697	0.1814475	0.404797973844536	0.165443884892086	0.3061	0.072	21	16	6	0.33235	0.23575	118	0
YBR188C	1	19.8	0.5307	0.3354825	0.565874402637862	0.549077142857143	0.8151	0.4438	22	3	33	0.412190476190476	0.293476190476191	182	0
YBR189W	1	1845	0.4403	0.2049775	0.394210343345243	0.325280512820513	0.7589	0.0672	4	7	2	0.191333333333333	0.203666666666667	66	0
YBR192W	1	13.4	0.0398	0.4094575	0.597894967975564	0.207950928381963	0.024	0.0699	2	8	5	1	0.342	258	0
YBR193C	1	16.5	0.0869	0.052515	0.206281654063664	0.393522869955157	0.6405	0.0686	31	7	10	0.326833333333333	0.229733333333333	331	0
YBR194W	1	3.26	0.5411	0.3584875	0.574156299077457	0.665993495934959	0.511	0.1291	7	5	33	0.433833333333333	0.3475	210	0
YBR195C	1	5.59	0.2857	0.311865	0.540204499631246	0.314654739336493	0.3155	0.1846	22	2	6	0.486333333333333	0.257142857142857	123	0
YBR196C	1	2696	0.3138	0.486835	0.678114229485348	0.21683916967509	0.262	0.0148	5	17	13	0.44825	0.31325	163	0
YBR198C	0	161	0.0891	0.1173875	0.307406861564884	0.384836842105263	0.2199	0.026	11	NA	4	0.3422	0.2671	83	1
YBR199W	1	285	0.3511	0.4075175	0.601528793485629	0.206666810344828	0.2319	0.051	3	22	24	0.3265	0.315	129	0
YBR200W	1	74	0.0518	0.24268	0.42520237235285	0.324707985480944	0.1407	0.12	2	20	52	0.09	0.125	223	0
YBR201W	1	3.3	0.4028	0.5124	0.710763025905345	0.016078672985782	0.1587	0.3839	23	12	18	0.413227272727273	0.306727272727273	125	0
YBR202W	0	44.2	0.2879	0.232605	0.422305050664149	0.277595621301775	0.4547	0.0124	3	NA	50	0.3525	0.291	178	1
YBR203W	1	1.13	0.0065	0.0272325	0.14590393348968	0.364812229437229	0.1935	0.0014	28	6	20	0.283962962962963	0.202037037037037	213	0
YBR204C	1	3.8	0.0647	0.18979	0.375380435640457	0.122007733333333	0.1278	0.1317	4	11	10	0.322666666666667	0.241666666666667	232	0
YBR207W	1	24.6	0.6631	0.58204	0.750919443169027	0.162299139784946	0.2583	0.1392	7	3	29	0.428833333333333	0.334833333333333	118	0
YBR210W	0	1.76	NA	NA	NA	0.00482323943661972	0.0074	0.1198	1	NA	NA	NA	NA	14	1
YBR212W	1	29.2	0.2115	0.0863125	0.278329933930725	0.516674107142857	0.8072	0.0394	27	10	35	0.334423076923077	0.247653846153846	207	0
YBR213W	1	1.47	0.0707	0.118705	0.33562972861944	0.138360948905109	0.1641	0.0592	58	16	8	0.372543859649123	0.237280701754386	197	0
YBR214W	1	69.7	0.323	0.191565	0.417449754178609	0.426152941176471	0.8325	0.031	23	22	34	0.432590909090909	0.267454545454545	194	0
YBR215W	1	6.29	0.4786	0.35766	0.58680183481118	0.67593824	0.5929	0.1587	16	11	24	0.4548	0.296733333333333	109	0
YBR216C	1	33.8	0.0124	0.0610875	0.222389349452906	0.129230415430267	0.1507	0.0149	30	12	22	0.344724137931035	0.232862068965517	292	0
YBR217W	1	1.27	0.1902	0.2564775	0.503382404974919	0.423215591397849	0.0309	0.1338	74	24	9	0.408369863013699	0.273821917808219	292	0
YBR218C	1	409	0.0519	0.0426	0.161888296580033	0.24572906779661	0.5325	0.0551	9	5	12	0.181625	0.17175	129	0
YBR221C	1	176	0.367	0.4643275	0.672934939690692	0.210837158469945	0.1352	0.0949	14	31	2	0.388846153846154	0.299769230769231	239	0
YBR222C	0	127	NA	NA	NA	0.21843664825046	0.3385	0.0189	NA	30	11	NA	NA	113	1
YBR223C	1	19.6	0.0659	0.10067	0.303995337062373	0.214165992647059	0.0775	0.0228	50	11	3	0.378428571428571	0.239265306122449	246	0
YBR228W	0	1.31	0.018	0.0474725	0.178911610241981	0.171466776315789	0.1764	0.0067	12	NA	3	0.310454545454545	0.197727272727273	129	1
YBR229C	1	6.85	0.2382	0.472965	0.670805253607856	0.165169916142558	0.0509	0.1045	6	29	13	0.5204	0.3758	130	0
YBR230C	0	56.6	NA	NA	NA	0.206126119402985	0.0781	0.0311	1	NA	29	NA	NA	160	1
YBR231C	0	17.7	0.4279	0.21423	0.428401534857091	0.556979867986799	0.6036	0.2224	8	7	NA	0.265	0.240428571428571	38	1
YBR233W	1	16.4	0.2642	0.1256475	0.292498513846001	0.348058595641646	0.6226	0.2689	4	10	7	0.0676666666666667	0.137666666666667	151	0
YBR233W-A	1	10.5	0.382	0.20461	0.409579335959094	0.413970212765957	0.6157	0.0287	7	24	22	0.281166666666667	0.248166666666667	196	0
YBR234C	0	58.7	0.0409	0.046775	0.194295325327289	0.185890104166667	0.0913	0.015	20	17	NA	0.286052631578947	0.212210526315789	77	1
YBR236C	1	27.3	0.7699	0.5195575	0.703629108443456	0.283025917431193	0.3096	0.089	5	2	35	0.48475	0.38525	150	0
YBR237W	1	10.4	0.009	0.0176975	0.117655650156283	0.355141342756184	0.1615	0.0123	25	5	3	0.321041666666667	0.204625	94	0
YBR243C	1	0.137	0.0032	0.0361175	0.157432622138563	0.0288136160714286	0.0157	0.0038	12	6	27	0.246545454545455	0.185545454545455	189	0
YBR244W	1	59.5	0.0152	0.0944625	0.244472734729783	0.135575925925926	0.2533	0.022	5	20	15	0.12575	0.1455	188	0
YBR247C	0	237	NA	NA	NA	0.350674948240166	0.3605	0.0724	NA	3	27	NA	NA	116	1
YBR248C	0	289	0.0323	0.06334	0.235447259538993	0.223916304347826	0.2895	0.0242	22	9	NA	0.226666666666667	0.222809523809524	79	1
YBR249C	1	1173	0.346	0.12917	0.290009800759396	0.326029189189189	0.4727	0.0221	4	26	23	0.175	0.143666666666667	116	0
YBR251W	0	94.6	NA	NA	NA	0.287564495114007	0.1071	0.0652	NA	17	16	NA	NA	82	1
YBR252W	0	61.8	0.0632	0.0901925	0.257766116291562	0.273304081632653	0.5254	0.3018	13	2	22	0.287083333333333	0.206666666666667	74	0
YBR253W	0	26.5	NA	NA	NA	0.292603305785124	0.2508	0.0877	NA	NA	NA	NA	NA	29	1
YBR254C	1	13.8	0.1342	0.2020525	0.400470295917755	0.257529714285714	0.3265	0.0038	5	30	4	0.31725	0.265	142	0
YBR255W	0	8.2	NA	NA	NA	0.507781123919308	0.001	0.0771	NA	8	15	NA	NA	144	1
YBR256C	0	83.6	0.2612	0.3705975	0.581640184744482	0.19178025210084	0.1332	0.026	6	NA	2	0.4778	0.2938	63	1
YBR257W	0	8.21	NA	NA	NA	0.1787	0.0785	0.0347	1	NA	NA	NA	NA	22	1
YBR258C	1	21.4	NA	NA	NA	0.460639436619718	0.6982	0.0519	1	19	5	NA	NA	71	0
YBR260C	1	38	0.5758	0.3600675	0.553524870763015	0.36385015015015	0.2064	0.0174	2	12	27	0.401	0.272	131	0
YBR261C	1	47.3	0.0269	0.035435	0.1674687566086	0.246258189655172	0.2504	0.0674	25	9	6	0.280375	0.20525	127	0
YBR262C	1	37	0.0473	0.11309	0.306082386311308	0.198366037735849	0.0986	0.0301	19	9	24	0.314	0.2335	98	0
YBR263W	0	407	0.1083	0.1373875	0.304246645194843	0.268845510204082	0.2645	0.0307	5	NA	2	0.1835	0.138	54	1
YBR264C	0	16.3	NA	NA	NA	0.177330653266332	0.1056	0.0146	NA	10	3	NA	NA	41	1
YBR265W	0	131	0.4122	0.50744	0.699954883749502	0.116321875	0.1944	0.0563	12	NA	23	0.481272727272727	0.278818181818182	134	1
YBR267W	1	55.5	0.0107	0.0259775	0.124781884342549	0.4452631043257	0.471	0.0121	8	22	31	0.147857142857143	0.163857142857143	121	0
YBR268W	1	24.5	0.0268	0.046085	0.193812831582031	0.283264761904762	0.3228	0.0151	27	4	13	0.306884615384615	0.226884615384615	98	0
YBR272C	1	19.5	0.0198	0.0475	0.188905179192958	0.105600833333333	0.414	0.0125	15	21	5	0.283928571428571	0.190285714285714	247	0
YBR273C	1	28.7	0.4758	0.16438	0.366289542349451	0.455275458715596	0.8291	0.14	11	3	2	0.2973	0.2331	97	0
YBR274W	0	23.5	0.1945	0.42816	0.640037095470636	0.167560341555977	0.0171	0.1391	9	NA	13	0.4815	0.367625	40	1
YBR276C	0	2.22	NA	NA	NA	0.181036059479554	0.0295	0.0363	NA	5	12	NA	NA	69	1
YBR278W	0	9.27	NA	NA	NA	0.498621890547264	0.9093	0.0525	NA	NA	9	NA	NA	93	1
YBR279W	1	47.7	0.8814	0.3659275	0.574095320295066	0.477426292134831	0.9559	0.368	5	3	14	0.436	0.331	148	0
YBR280C	1	2.02	0.0108	0.0233675	0.139552024714535	0.333393720565149	0.1588	0.0067	26	3	25	0.3148	0.2118	175	0
YBR281C	1	39.9	0.3326	0.5497075	0.728369708511523	0.190670728929385	0.0749	0.0519	6	28	27	0.3546	0.3	129	0
YBR282W	1	28.6	0.0532	0.0645275	0.214695903824684	0.34565	0.5409	0.0132	11	4	14	0.2725	0.1869	89	0
YBR283C	0	105	0.1364	0.155705	0.390288283473781	0.0396479591836735	0.1758	0.1225	40	33	NA	0.342615384615385	0.265794871794872	144	1
YBR286W	0	716	NA	NA	NA	0.249357169459963	0.0626	0.0255	NA	11	14	NA	NA	73	1
YBR288C	1	39.8	0.0156	0.0594225	0.208261976853287	0.188712008281573	0.2239	0.069	15	13	6	0.274642857142857	0.235785714285714	89	0
YBR289W	0	20.1	0.6818	0.18462	0.381115898761192	0.524533591160221	0.942	0.5134	7	NA	15	0.256833333333333	0.237333333333333	53	1
YBR290W	1	33.8	0.0391	0.0527075	0.19062560680386	0.410652336448598	0.3898	0.0082	12	30	7	0.247636363636364	0.211090909090909	104	0
YBR291C	0	15.9	NA	NA	NA	0.166142474916388	0.0083	0.0076	NA	NA	11	NA	NA	45	1
YBR296C	1	2.33	0.1399	0.3533125	0.545728731775002	0.0931714285714286	0.0442	0.0053	2	22	8	0.713	0.278	239	0
YBR297W	1	1.35	0.0154	0.048955	0.19078217981879	0.0817739316239316	0.4636	0.0037	19	18	12	0.290222222222222	0.214388888888889	243	0
YBR298C	1	1.13	0.1203	0.1366175	0.296289168105475	0.143456351791531	0.4398	0.006	3	7	6	0.117	0.136	92	0
YCL001W	0	38.6	0.16	0.3189225	0.549151246948526	0.102932446808511	0.1507	0.0605	16	NA	4	0.385066666666667	0.2446	82	1
YCL004W	1	0.269	0.1693	0.2235825	0.444931111126957	0.157137811900192	0.1995	0.2364	15	6	11	0.407071428571429	0.244428571428571	78	0
YCL005W	1	3.69	0.0907	0.060945	0.217955425099748	0.252058984375	0.475	0.0204	12	10	14	0.248363636363636	0.229818181818182	110	0
YCL005W-A	1	0.215	0.0877	0.313875	0.539211993898497	0.0298561643835616	0.1693	0.0756	12	9	24	0.513090909090909	0.272454545454545	103	0
YCL008C	1	11.3	0.0662	0.1232275	0.306282324036531	0.368742077922078	0.1312	0.0199	11	20	32	0.3808	0.2291	131	0
YCL009C	1	451	0.1402	0.132235	0.342831706731018	0.333491585760518	0.4424	0.0739	33	2	23	0.3990625	0.22909375	147	0
YCL010C	0	26.7	NA	NA	NA	0.42934749034749	0.4306	0.0401	NA	11	5	NA	NA	45	1
YCL011C	1	68.2	0.1012	0.1713525	0.389155742829566	0.443144730679157	0.1447	0.0415	17	14	3	0.29525	0.22925	109	0
YCL012C	1	6.38	0.0086	0.0115725	0.0975773764638432	0.217512686567164	0.4449	0.0931	33	10	4	0.31684375	0.2133125	126	0
YCL016C	1	16.5	0.4454	0.4672225	0.669980628951513	0.187150526315789	0.3045	0.2761	13	19	32	0.416166666666667	0.267416666666667	136	0
YCL017C	1	62.8	0.0023	0.005745	0.0692135681423321	0.276579879275654	0.1461	0.0038	20	26	12	0.212105263157895	0.187842105263158	140	0
YCL018W	1	12.9	0.0727	0.1731025	0.362538262922105	0.254495879120879	0.2836	0.1169	7	16	12	0.369166666666667	0.253333333333333	77	0
YCL025C	0	312	NA	NA	NA	0.152325118483412	0.0085	0.002	NA	19	25	NA	NA	81	1
YCL026C-A	1	2.43	0.3957	0.607535	0.770562528219304	0.273230569948187	0.1141	0.0899	10	16	7	0.431888888888889	0.287666666666667	213	0
YCL028W	1	52.3	0.0344	0.00777	0.0800004593214058	0.687865925925926	0.871	0.0307	35	25	3	0.257117647058824	0.197676470588235	130	0
YCL029C	1	8.41	0.2905	0.183585	0.392040881868794	0.550034772727273	0.7237	0.0742	13	16	5	0.38225	0.225416666666667	245	0
YCL030C	0	828	0.299	0.3288575	0.54875350593374	0.234366082603254	0.1934	0.1228	10	4	28	0.399444444444444	0.264444444444444	84	0
YCL031C	1	72.2	0.0628	0.053445	0.205945108701773	0.268557575757576	0.4624	0.0751	22	16	21	0.259761904761905	0.219285714285714	101	0
YCL032W	1	17	0.0386	0.068765	0.222041165878539	0.463746531791908	0.6183	0.0576	15	17	11	0.250785714285714	0.194571428571429	101	0
YCL033C	0	11.4	0.0032	0.00661	0.0732049289998954	0.236452976190476	0.2821	0.0037	23	NA	NA	0.185363636363636	0.172818181818182	74	1
YCL034W	0	9.45	0.0488	0.032815	0.156319614069248	0.371735028248588	0.5582	0.024	16	NA	23	0.208866666666667	0.188733333333333	73	1
YCL035C	0	101	NA	NA	NA	0.21979	0.2647	0.0275	NA	13	NA	NA	NA	93	1
YCL036W	1	1.49	0.016	0.0427575	0.165161616426171	0.240108657243816	0.2804	0.0093	9	24	28	0.2685	0.1765	97	0
YCL037C	1	291	0.556	0.3275875	0.540671942415674	0.678563594470046	0.7889	0.0168	8	22	25	0.460428571428571	0.276142857142857	576	0
YCL038C	0	1.19	NA	NA	NA	0.0476096590909091	0.3196	0.0013	NA	21	9	NA	NA	77	1
YCL039W	0	14.5	NA	NA	NA	0.212799194630872	0.2605	0.0166	NA	14	9	NA	NA	43	1
YCL044C	0	36.9	0.094	0.0371175	0.162086649340489	0.333328057553957	0.8745	0.0167	13	53	7	0.277833333333333	0.180833333333333	168	0
YCL045C	0	95.5	NA	NA	NA	0.170381315789474	0.066	0.0083	NA	NA	NA	NA	NA	60	1
YCL050C	0	983	NA	NA	NA	0.30644984423676	0.3854	0.0152	NA	20	19	NA	NA	113	1
YCL051W	1	2.66	0.3342	0.3824	0.595597424453131	0.591647684391081	0.2368	0.2579	8	5	23	0.275857142857143	0.303714285714286	118	0
YCL052C	1	46.8	0.013	0.02243	0.130513896490076	0.240224278846154	0.4347	0.0035	19	11	16	0.304277777777778	0.215611111111111	169	0
YCL054W	0	32.9	NA	NA	NA	0.439286920332937	0.8745	0.1712	1	NA	29	NA	NA	105	1
YCL055W	1	37	0.6912	0.35299	0.56095698896704	0.30336447761194	0.5242	0.1894	5	53	18	0.37225	0.25425	180	0
YCL057W	1	153	0.0405	0.0996425	0.290474625995651	0.191944382022472	0.2342	0.0645	19	18	6	0.326611111111111	0.247277777777778	107	0
YCL058W-A	1	0.749	0.1544	0.18195	0.380498637505387	0.576	0.3688	0.0258	8	13	3	0.329285714285714	0.220142857142857	66	0
YCL059C	0	191	0.4022	0.1771725	0.389232250518349	0.311719303797468	0.6707	0.3139	15	30	NA	0.393928571428571	0.234357142857143	105	1
YCL061C	1	9.27	0.0606	0.06275	0.210222800706958	0.591270346715329	0.4764	0.1679	11	10	18	0.339	0.2305	166	0
YCL063W	0	1.63	NA	NA	NA	0.520801654846336	0.2616	0.0044	NA	7	2	NA	NA	154	1
YCL064C	0	393	0.0768	0.181415	0.397910284048639	0.168799444444444	0.1143	0.0131	14	4	NA	0.415538461538461	0.253692307692308	93	1
YCR002C	0	162	0.3408	0.2721275	0.4660475539837	0.214134161490683	0.5219	0.0075	3	NA	NA	0.4015	0.2015	64	1
YCR003W	1	36.1	0.2455	0.1451575	0.341163314122331	0.371425136612022	0.4822	0.0523	12	6	30	0.408818181818182	0.236545454545455	106	0
YCR004C	1	238	0.275	0.3590175	0.57361252568815	0.307691902834008	0.3388	0.021	7	13	10	0.417166666666667	0.267	184	0
YCR005C	1	58.4	0.0083	0.0367825	0.163766933119579	0.232954565217391	0.1783	0.0043	20	29	18	0.307842105263158	0.200684210526316	104	0
YCR008W	1	9.88	0.0829	0.102875	0.297427301645885	0.405077114427861	0.1928	0.032	20	22	25	0.331789473684211	0.228263157894737	270	0
YCR009C	0	375	NA	NA	NA	0.238420377358491	0.05	0.0037	NA	2	20	NA	NA	101	1
YCR010C	0	5.76	0.0064	0.08241	0.268082019686938	0.136683392226148	0.013	0.0044	25	11	6	0.329958333333333	0.241	181	0
YCR011C	0	28.9	NA	NA	NA	0.133442707340324	0.0022	0.0025	NA	6	2	NA	NA	56	1
YCR012W	1	13227	0.1317	0.2586375	0.460390778465493	0.228159855769231	0.2706	0.0017	5	2	4	0.33775	0.25625	159	0
YCR017C	1	13.7	0.0192	0.104475	0.283941839590392	0.0989184679958027	0.1008	0.0146	11	8	4	0.3686	0.2486	189	0
YCR019W	0	1.32	0.0072	0.035485	0.16594886799219	0.156626997245179	0.0918	0.05	21	20	NA	0.30495	0.2207	115	1
YCR020C-A	1	22.5	0.0062	0.1056375	0.263998933118526	0.126940909090909	0.0799	0.0655	5	31	28	0.15125	0.19625	162	0
YCR020W-B	1	53.6	0.1297	0.0895925	0.288155622672515	0.531547435897436	0.5908	0.0462	57	48	9	0.362339285714286	0.249232142857143	487	0
YCR021C	1	79.1	0.4598	0.27812	0.488683559680691	0.126665060240964	0.8252	0.0696	7	23	4	0.487166666666667	0.248166666666667	178	0
YCR023C	1	2.2	0.0954	0.123045	0.319521262818798	0.143283469721768	0.3024	0.0476	13	24	22	0.373416666666667	0.276666666666667	240	0
YCR024C	1	9.15	0.0702	0.13343	0.344973874034326	0.187581504065041	0.1256	0.0283	32	22	28	0.41758064516129	0.235129032258065	141	0
